id_Encuesta;Identificación;Género;Tipo de Cliente;Edad;Tipo de Viaje;Clase;Distancia de Vuelo;Servicio de wifi a bordo;Hora de salida/llegada conveniente;Facilidad de reserva en línea;Ubicación de la puerta;Comida y bebida;Embarque en línea;Comodidad del asiento;Entretenimiento a bordo;Servicio a bordo;Servicio de espacio para las piernas;Manejo de equipaje;Servicio de facturación;Servicio a bordo;Limpieza;Retraso en la salida en minutos;Retraso en la llegada en minutos;Satisfacción
9287;41024;Femenino;Leal Cliente;45;Negocios Viaje;Eco;989;4;5;5;5;3;2;1;4;4;4;4;3;4;4;0;21.0;satisfecho/a
9288;5156;Femenino;Leal Cliente;67;Personal Viaje;Eco;622;1;4;1;1;4;5;5;3;3;1;3;5;3;3;0;33.0;neutral o insatisfecho/a
9289;53495;Masculino;Leal Cliente;65;Personal Viaje;Eco;2419;3;4;3;3;3;5;5;5;4;4;4;5;3;5;4;0.0;neutral o insatisfecho/a
9290;111922;Femenino;Leal Cliente;55;Negocios Viaje;Business;2131;5;5;1;5;2;5;4;4;4;5;4;4;4;5;0;0.0;satisfecho/a
9291;5069;Masculino;Leal Cliente;64;Negocios Viaje;Eco;223;1;3;3;3;2;1;2;2;4;5;3;2;4;2;6;0.0;neutral o insatisfecho/a
9292;65689;Femenino;Leal Cliente;51;Personal Viaje;Eco Plus;926;2;5;2;2;2;3;5;5;5;2;5;3;5;3;47;34.0;neutral o insatisfecho/a
9293;25805;Femenino;Leal Cliente;37;Personal Viaje;Eco;762;2;4;2;3;4;2;4;4;4;4;4;3;4;4;0;0.0;neutral o insatisfecho/a
9294;127278;Femenino;Leal Cliente;24;Personal Viaje;Eco;1107;3;5;4;3;3;4;3;3;3;5;5;3;4;3;0;0.0;neutral o insatisfecho/a
9295;32010;Femenino;Leal Cliente;14;Personal Viaje;Business;102;2;3;2;4;2;2;2;2;1;2;4;1;4;2;1;3.0;neutral o insatisfecho/a
9296;45231;Femenino;Desleal Cliente;26;Negocios Viaje;Eco;911;2;2;2;4;4;2;4;4;4;4;3;1;4;4;59;46.0;neutral o insatisfecho/a
9297;21083;Masculino;Desleal Cliente;61;Negocios Viaje;Business;227;1;1;1;4;4;1;4;4;1;2;4;2;3;4;0;0.0;neutral o insatisfecho/a
9298;3408;Masculino;Leal Cliente;47;Personal Viaje;Eco;213;1;2;1;1;3;1;2;3;5;3;5;4;5;3;0;4.0;neutral o insatisfecho/a
9299;111374;Masculino;Desleal Cliente;39;Negocios Viaje;Eco;1050;3;3;3;2;2;3;3;2;3;5;2;2;3;2;21;16.0;neutral o insatisfecho/a
9300;109078;Masculino;Leal Cliente;44;Personal Viaje;Eco;972;3;5;3;3;2;3;2;2;4;3;5;4;5;2;11;41.0;neutral o insatisfecho/a
9301;67080;Masculino;Leal Cliente;59;Negocios Viaje;Eco;929;3;1;1;1;3;3;3;3;4;3;4;1;4;3;41;81.0;neutral o insatisfecho/a
9302;53059;Masculino;Leal Cliente;59;Personal Viaje;Eco;1208;1;1;1;4;5;1;5;5;1;1;3;1;4;5;0;0.0;neutral o insatisfecho/a
9303;128054;Femenino;Leal Cliente;63;Personal Viaje;Eco;735;1;1;1;4;5;4;3;1;1;1;1;4;1;1;11;8.0;neutral o insatisfecho/a
9304;85612;Femenino;Leal Cliente;31;Personal Viaje;Eco;259;3;4;3;2;1;3;1;1;1;1;4;1;3;1;0;0.0;neutral o insatisfecho/a
9305;95657;Femenino;Leal Cliente;59;Personal Viaje;Eco;845;3;4;4;4;5;4;4;2;2;4;2;3;2;4;0;0.0;neutral o insatisfecho/a
9306;25909;Femenino;Leal Cliente;26;Negocios Viaje;Business;3808;3;3;5;3;4;4;4;4;4;2;4;3;5;4;27;28.0;satisfecho/a
9307;35546;Masculino;Leal Cliente;29;Personal Viaje;Eco;1035;1;4;1;3;5;1;5;5;4;2;5;5;4;5;7;0.0;neutral o insatisfecho/a
9308;16090;Femenino;Leal Cliente;34;Negocios Viaje;Business;2231;1;4;4;4;4;3;4;1;1;1;1;3;1;3;0;3.0;neutral o insatisfecho/a
9309;99186;Masculino;Leal Cliente;46;Personal Viaje;Eco;351;3;4;3;3;3;3;3;3;5;4;4;4;5;3;0;0.0;neutral o insatisfecho/a
9310;11486;Femenino;Leal Cliente;40;Personal Viaje;Eco Plus;247;2;4;2;1;1;2;1;1;5;3;4;5;4;1;20;22.0;neutral o insatisfecho/a
9311;113158;Masculino;Leal Cliente;45;Negocios Viaje;Eco;677;3;5;4;5;3;3;3;3;3;3;3;2;3;3;0;0.0;neutral o insatisfecho/a
9312;68146;Masculino;Leal Cliente;44;Negocios Viaje;Business;2670;1;1;1;1;4;5;5;5;5;5;4;5;5;5;0;0.0;satisfecho/a
9313;62250;Masculino;Leal Cliente;55;Personal Viaje;Eco;2425;2;4;2;1;5;2;5;5;3;5;3;4;4;5;0;0.0;neutral o insatisfecho/a
9314;114672;Femenino;Desleal Cliente;22;Negocios Viaje;Eco;342;4;5;4;3;5;4;5;5;3;5;4;4;5;5;2;0.0;satisfecho/a
9315;10620;Femenino;Leal Cliente;45;Negocios Viaje;Eco;74;1;3;3;3;3;4;3;1;1;1;1;4;1;1;0;0.0;neutral o insatisfecho/a
9316;106981;Masculino;Leal Cliente;51;Personal Viaje;Eco;1036;4;3;4;2;4;4;4;4;2;1;2;3;2;4;16;1.0;satisfecho/a
9317;69512;Masculino;Desleal Cliente;26;Negocios Viaje;Business;2586;5;5;5;1;5;5;2;3;2;4;5;2;3;2;7;39.0;satisfecho/a
9318;29188;Femenino;Leal Cliente;33;Personal Viaje;Eco Plus;954;3;1;3;4;4;3;4;4;3;5;3;1;4;4;0;3.0;neutral o insatisfecho/a
9319;22154;Masculino;Leal Cliente;55;Negocios Viaje;Eco;533;4;2;2;2;4;4;4;4;5;2;1;5;5;4;17;5.0;satisfecho/a
9320;43280;Masculino;Desleal Cliente;20;Negocios Viaje;Eco;463;4;2;4;4;3;4;2;3;2;1;4;3;4;3;0;0.0;neutral o insatisfecho/a
9321;105731;Masculino;Desleal Cliente;29;Negocios Viaje;Eco;919;3;3;3;3;2;3;2;2;3;5;2;4;3;2;45;25.0;neutral o insatisfecho/a
9322;26614;Femenino;Leal Cliente;28;Negocios Viaje;Business;1529;4;4;4;4;4;5;4;4;5;3;2;2;2;4;1;0.0;satisfecho/a
9323;63163;Masculino;Leal Cliente;45;Negocios Viaje;Business;3309;1;1;1;1;4;5;5;5;5;4;5;3;5;4;4;0.0;satisfecho/a
9324;106431;Femenino;Leal Cliente;43;Negocios Viaje;Business;3364;4;4;5;4;4;5;5;4;4;4;4;4;4;4;7;0.0;satisfecho/a
9325;96504;Masculino;Leal Cliente;53;Negocios Viaje;Eco;444;2;5;2;5;2;2;2;2;2;2;3;1;4;2;0;0.0;neutral o insatisfecho/a
9326;112559;Masculino;Leal Cliente;66;Personal Viaje;Eco Plus;948;2;2;2;4;5;2;5;5;3;5;3;3;4;5;0;0.0;neutral o insatisfecho/a
9327;68587;Masculino;Leal Cliente;52;Personal Viaje;Eco;1616;1;5;1;4;5;1;5;5;4;2;4;3;4;5;39;20.0;neutral o insatisfecho/a
9328;71293;Masculino;Leal Cliente;45;Personal Viaje;Eco Plus;733;3;4;3;2;3;3;5;3;3;2;2;3;5;3;84;86.0;neutral o insatisfecho/a
9329;21552;Femenino;Leal Cliente;23;Personal Viaje;Eco;164;2;2;0;3;4;0;4;4;1;2;4;2;4;4;0;0.0;neutral o insatisfecho/a
9330;119045;Femenino;Desleal Cliente;27;Negocios Viaje;Business;2279;5;5;5;5;5;5;5;5;4;5;4;4;4;5;0;0.0;satisfecho/a
9331;4583;Masculino;Leal Cliente;46;Negocios Viaje;Eco;416;3;2;5;5;4;3;4;4;1;1;2;1;1;4;19;17.0;neutral o insatisfecho/a
9332;21968;Masculino;Desleal Cliente;25;Negocios Viaje;Eco;448;2;5;2;1;4;2;4;4;4;1;3;4;4;4;87;83.0;neutral o insatisfecho/a
9333;4367;Masculino;Leal Cliente;44;Negocios Viaje;Business;2974;3;1;1;1;2;4;4;3;3;3;3;1;3;2;47;41.0;neutral o insatisfecho/a
9334;113028;Femenino;Desleal Cliente;25;Negocios Viaje;Business;543;3;0;3;5;4;3;4;4;3;3;5;4;4;4;51;41.0;neutral o insatisfecho/a
9335;71964;Femenino;Leal Cliente;46;Negocios Viaje;Business;1440;1;1;1;1;3;4;4;5;5;5;5;4;5;5;0;0.0;satisfecho/a
9336;68970;Femenino;Desleal Cliente;25;Negocios Viaje;Business;700;3;4;3;2;2;3;5;2;3;4;4;5;5;2;0;0.0;neutral o insatisfecho/a
9337;109978;Masculino;Leal Cliente;23;Personal Viaje;Eco;1092;2;1;1;2;1;1;1;1;3;1;2;3;2;1;4;0.0;neutral o insatisfecho/a
9338;67167;Masculino;Leal Cliente;46;Personal Viaje;Eco;964;3;4;3;4;3;3;3;3;5;3;5;3;4;3;0;0.0;neutral o insatisfecho/a
9339;86516;Femenino;Leal Cliente;23;Personal Viaje;Eco;762;3;5;3;3;3;3;3;3;4;5;5;5;4;3;0;0.0;neutral o insatisfecho/a
9340;125219;Masculino;Leal Cliente;70;Personal Viaje;Eco;651;4;5;4;5;1;4;2;1;5;1;3;4;2;1;7;6.0;neutral o insatisfecho/a
9341;39256;Femenino;Leal Cliente;70;Negocios Viaje;Eco;268;3;4;4;4;2;3;3;3;3;3;3;2;3;2;0;0.0;neutral o insatisfecho/a
9342;34691;Masculino;Leal Cliente;24;Negocios Viaje;Business;301;5;5;5;5;4;4;4;4;4;3;2;1;2;4;125;112.0;satisfecho/a
9343;84546;Femenino;Leal Cliente;49;Personal Viaje;Eco;2486;4;3;4;3;3;4;3;5;5;4;5;3;5;1;0;0.0;neutral o insatisfecho/a
9344;108689;Femenino;Leal Cliente;28;Negocios Viaje;Business;2253;3;1;1;1;3;3;3;3;4;2;3;2;4;3;2;0.0;neutral o insatisfecho/a
9345;108470;Femenino;Leal Cliente;61;Personal Viaje;Eco;1444;2;4;2;2;5;5;4;1;1;2;1;5;1;5;31;9.0;neutral o insatisfecho/a
9346;60690;Femenino;Leal Cliente;49;Negocios Viaje;Business;1605;4;4;4;4;5;4;4;5;5;5;5;4;5;3;0;0.0;satisfecho/a
9347;17095;Masculino;Leal Cliente;17;Negocios Viaje;Business;3088;5;5;5;5;5;5;5;5;2;1;1;2;2;5;0;0.0;satisfecho/a
9348;81991;Masculino;Leal Cliente;57;Negocios Viaje;Business;1589;3;3;4;3;3;3;5;3;3;3;3;5;3;3;0;0.0;satisfecho/a
9349;50519;Femenino;Leal Cliente;34;Personal Viaje;Eco;78;2;5;2;2;4;2;4;4;4;4;5;4;4;4;127;125.0;neutral o insatisfecho/a
9350;2477;Femenino;Leal Cliente;32;Personal Viaje;Eco Plus;701;1;1;1;3;2;1;2;2;4;3;4;3;3;2;12;8.0;neutral o insatisfecho/a
9351;851;Masculino;Leal Cliente;39;Negocios Viaje;Business;309;2;4;4;4;2;3;3;2;2;2;2;4;2;2;0;0.0;neutral o insatisfecho/a
9352;90015;Masculino;Desleal Cliente;18;Negocios Viaje;Eco;983;4;4;4;3;5;4;5;5;4;4;5;3;4;5;0;0.0;satisfecho/a
9353;58618;Femenino;Leal Cliente;54;Negocios Viaje;Business;235;3;3;3;3;5;3;1;4;4;4;4;5;4;1;1;0.0;satisfecho/a
9354;70322;Femenino;Leal Cliente;52;Negocios Viaje;Business;3002;4;4;4;4;4;4;5;5;5;5;5;3;5;4;0;0.0;satisfecho/a
9355;51399;Masculino;Leal Cliente;44;Personal Viaje;Eco Plus;209;4;3;4;4;3;4;3;3;2;4;4;2;3;3;0;0.0;neutral o insatisfecho/a
9356;63950;Masculino;Leal Cliente;45;Personal Viaje;Eco;1192;2;5;2;4;2;2;2;2;4;5;4;3;4;2;1;36.0;neutral o insatisfecho/a
9357;129715;Femenino;Leal Cliente;41;Negocios Viaje;Business;337;3;3;3;3;2;5;5;4;4;4;4;5;4;5;0;0.0;satisfecho/a
9358;12615;Femenino;Leal Cliente;45;Negocios Viaje;Business;1843;2;1;1;1;5;2;2;2;2;2;2;1;2;1;75;65.0;neutral o insatisfecho/a
9359;122954;Femenino;Leal Cliente;12;Negocios Viaje;Business;650;5;5;5;5;2;2;2;2;5;2;4;3;4;2;13;24.0;satisfecho/a
9360;21658;Masculino;Leal Cliente;22;Negocios Viaje;Business;746;2;2;2;2;4;4;4;4;2;4;4;4;5;4;1;2.0;satisfecho/a
9361;21814;Masculino;Leal Cliente;13;Personal Viaje;Eco;341;3;5;3;4;3;3;3;3;5;2;5;2;3;3;10;0.0;neutral o insatisfecho/a
9362;35341;Femenino;Leal Cliente;25;Negocios Viaje;Business;3559;4;4;4;4;5;5;5;5;3;1;4;3;5;5;0;0.0;satisfecho/a
9363;78855;Femenino;Leal Cliente;39;Personal Viaje;Eco Plus;432;3;4;3;3;2;3;2;2;5;5;5;4;4;2;0;0.0;neutral o insatisfecho/a
9364;127757;Femenino;Leal Cliente;65;Personal Viaje;Eco;255;2;1;2;4;3;3;3;3;3;2;3;4;3;1;0;0.0;neutral o insatisfecho/a
9365;65922;Masculino;Leal Cliente;47;Personal Viaje;Eco;569;2;5;2;2;5;2;5;5;4;4;4;3;4;5;0;4.0;neutral o insatisfecho/a
9366;114308;Masculino;Leal Cliente;59;Personal Viaje;Eco;909;3;4;3;4;3;3;3;3;1;5;3;1;5;3;0;0.0;neutral o insatisfecho/a
9367;30955;Masculino;Leal Cliente;43;Negocios Viaje;Business;624;2;5;5;5;3;3;3;2;2;2;2;3;2;2;12;38.0;neutral o insatisfecho/a
9368;69609;Femenino;Leal Cliente;51;Personal Viaje;Eco;2446;3;4;3;1;3;4;4;3;4;5;4;4;4;4;0;25.0;neutral o insatisfecho/a
9369;110920;Masculino;Leal Cliente;10;Personal Viaje;Eco;581;3;1;3;3;1;3;1;1;3;2;3;4;4;1;5;0.0;neutral o insatisfecho/a
9370;21845;Masculino;Leal Cliente;58;Negocios Viaje;Business;551;2;5;3;5;3;3;3;2;2;2;2;2;2;2;34;31.0;neutral o insatisfecho/a
9371;60010;Femenino;Leal Cliente;66;Personal Viaje;Eco;937;2;3;2;3;1;3;3;2;2;2;2;1;2;4;6;0.0;neutral o insatisfecho/a
9372;24667;Femenino;Desleal Cliente;27;Negocios Viaje;Eco Plus;834;1;2;2;3;5;2;5;5;3;3;4;1;4;5;0;0.0;neutral o insatisfecho/a
9373;32033;Masculino;Leal Cliente;43;Negocios Viaje;Eco;102;5;5;5;5;5;5;5;5;4;5;2;5;4;5;0;0.0;satisfecho/a
9374;21779;Femenino;Leal Cliente;35;Negocios Viaje;Business;241;3;3;3;3;4;4;5;5;5;5;5;3;5;1;48;41.0;satisfecho/a
9375;93311;Masculino;Leal Cliente;37;Personal Viaje;Eco;1733;3;4;3;1;5;3;5;5;5;4;4;3;3;5;0;0.0;neutral o insatisfecho/a
9376;8967;Femenino;Leal Cliente;42;Negocios Viaje;Business;3943;5;5;5;5;3;5;5;3;3;3;3;4;3;4;20;43.0;satisfecho/a
9377;39231;Masculino;Leal Cliente;25;Negocios Viaje;Business;268;0;0;0;1;2;2;2;2;2;3;3;5;1;2;0;0.0;satisfecho/a
9378;92387;Femenino;Leal Cliente;49;Negocios Viaje;Business;1892;4;4;4;4;2;4;4;4;4;4;4;4;4;3;0;0.0;satisfecho/a
9379;33236;Masculino;Leal Cliente;54;Negocios Viaje;Eco Plus;201;2;3;3;3;2;2;2;2;3;5;3;2;3;2;0;10.0;neutral o insatisfecho/a
9380;98785;Masculino;Leal Cliente;28;Negocios Viaje;Eco;630;2;4;4;4;2;2;2;2;3;5;4;1;3;2;20;8.0;neutral o insatisfecho/a
9381;72950;Masculino;Leal Cliente;45;Negocios Viaje;Eco;1089;3;3;3;3;3;3;3;3;4;4;4;4;3;3;0;0.0;neutral o insatisfecho/a
9382;17883;Masculino;Leal Cliente;16;Personal Viaje;Eco;371;2;4;3;1;3;3;3;3;3;3;3;3;5;3;6;0.0;neutral o insatisfecho/a
9383;71994;Femenino;Leal Cliente;46;Personal Viaje;Eco;1440;3;4;3;4;2;4;3;3;3;3;3;1;3;3;0;9.0;neutral o insatisfecho/a
9384;116279;Masculino;Leal Cliente;46;Personal Viaje;Eco;337;2;3;2;4;3;2;3;3;5;4;5;1;2;3;0;0.0;neutral o insatisfecho/a
9385;104048;Masculino;Leal Cliente;41;Personal Viaje;Eco;1262;2;5;2;4;2;2;2;2;4;5;4;5;4;2;8;3.0;neutral o insatisfecho/a
9386;67901;Masculino;Leal Cliente;65;Personal Viaje;Eco;1235;4;5;4;1;5;4;5;5;5;5;5;5;4;5;0;0.0;satisfecho/a
9387;39856;Masculino;Leal Cliente;44;Negocios Viaje;Business;3597;3;5;5;5;1;4;4;3;3;3;3;3;3;2;0;0.0;neutral o insatisfecho/a
9388;8985;Femenino;Leal Cliente;58;Personal Viaje;Eco;725;2;1;2;2;1;2;2;3;3;2;3;4;3;4;0;0.0;neutral o insatisfecho/a
9389;85178;Femenino;Leal Cliente;39;Negocios Viaje;Business;2523;5;4;5;5;3;4;4;5;5;5;5;4;5;4;0;2.0;satisfecho/a
9390;64656;Femenino;Desleal Cliente;37;Negocios Viaje;Business;282;3;3;3;3;5;3;5;5;4;3;5;5;4;5;64;65.0;satisfecho/a
9391;50608;Masculino;Leal Cliente;32;Personal Viaje;Eco;207;3;3;3;3;2;3;2;2;2;2;4;1;4;2;17;13.0;neutral o insatisfecho/a
9392;80554;Femenino;Leal Cliente;41;Negocios Viaje;Business;1747;5;5;3;5;3;4;4;3;3;4;3;5;3;5;17;0.0;satisfecho/a
9393;117250;Femenino;Leal Cliente;46;Personal Viaje;Eco;338;3;5;5;4;4;4;4;4;4;5;4;4;4;3;49;24.0;neutral o insatisfecho/a
9394;125973;Masculino;Leal Cliente;42;Negocios Viaje;Business;600;4;4;2;4;2;5;5;4;4;4;4;4;4;5;0;0.0;satisfecho/a
9395;8527;Femenino;Leal Cliente;41;Personal Viaje;Eco;862;3;4;3;1;2;3;2;2;5;3;4;5;4;2;7;12.0;neutral o insatisfecho/a
9396;68509;Masculino;Leal Cliente;54;Negocios Viaje;Business;1067;2;2;2;2;3;5;4;5;5;5;5;3;5;4;3;12.0;satisfecho/a
9397;82346;Masculino;Leal Cliente;51;Negocios Viaje;Business;1570;5;5;5;5;4;5;4;4;4;4;4;4;4;3;120;111.0;satisfecho/a
9398;72604;Masculino;Leal Cliente;33;Personal Viaje;Eco;929;5;4;5;3;3;5;3;3;4;2;4;4;5;3;0;2.0;satisfecho/a
9399;114331;Femenino;Leal Cliente;11;Personal Viaje;Eco;948;4;0;4;1;3;4;3;3;5;2;4;5;5;3;11;5.0;neutral o insatisfecho/a
9400;55586;Femenino;Leal Cliente;57;Personal Viaje;Eco;1091;1;5;1;4;2;2;3;5;5;1;5;2;5;2;34;24.0;neutral o insatisfecho/a
9401;108751;Femenino;Leal Cliente;34;Negocios Viaje;Business;1582;4;4;4;4;3;4;4;5;5;5;5;3;5;4;12;31.0;satisfecho/a
9402;115977;Masculino;Leal Cliente;68;Personal Viaje;Eco;404;2;4;2;3;5;2;1;5;3;2;5;4;5;5;1;0.0;neutral o insatisfecho/a
9403;3497;Femenino;Leal Cliente;26;Personal Viaje;Eco;1080;4;4;4;5;4;4;4;4;3;5;5;5;4;4;5;7.0;neutral o insatisfecho/a
9404;2383;Femenino;Leal Cliente;39;Negocios Viaje;Business;604;3;3;3;3;4;5;5;4;4;4;4;3;4;5;31;41.0;satisfecho/a
9405;45214;Femenino;Leal Cliente;33;Negocios Viaje;Business;1512;3;3;5;3;1;2;1;2;2;2;2;1;2;1;0;0.0;satisfecho/a
9406;6545;Masculino;Desleal Cliente;23;Negocios Viaje;Business;473;4;0;4;4;5;4;5;5;3;5;5;5;5;5;0;0.0;satisfecho/a
9407;46945;Femenino;Leal Cliente;20;Personal Viaje;Eco;916;0;5;0;4;3;0;1;3;5;3;4;3;2;3;0;0.0;satisfecho/a
9408;38955;Femenino;Desleal Cliente;26;Negocios Viaje;Eco;1265;4;4;4;2;3;4;3;3;4;3;4;1;3;3;5;13.0;satisfecho/a
9409;71274;Femenino;Leal Cliente;66;Personal Viaje;Eco;733;4;2;4;3;3;2;3;5;5;4;5;2;5;4;23;10.0;neutral o insatisfecho/a
9410;113157;Masculino;Leal Cliente;67;Negocios Viaje;Business;677;4;1;4;4;3;5;4;5;5;5;5;5;5;4;7;0.0;satisfecho/a
9411;120033;Femenino;Leal Cliente;63;Personal Viaje;Eco Plus;511;5;5;5;5;3;4;5;3;3;5;3;4;3;4;9;0.0;satisfecho/a
9412;100643;Femenino;Leal Cliente;25;Personal Viaje;Eco;349;3;5;1;5;3;1;3;3;5;4;2;4;1;3;0;25.0;neutral o insatisfecho/a
9413;24291;Masculino;Leal Cliente;52;Personal Viaje;Eco;302;2;5;2;5;5;2;5;5;5;5;4;4;5;5;0;0.0;neutral o insatisfecho/a
9414;65329;Femenino;Leal Cliente;55;Negocios Viaje;Business;631;2;2;5;2;2;5;4;2;2;2;2;4;2;5;0;0.0;satisfecho/a
9415;4757;Masculino;Leal Cliente;57;Personal Viaje;Business;403;2;2;2;3;2;3;3;3;3;2;3;4;3;2;0;0.0;neutral o insatisfecho/a
9416;73395;Masculino;Leal Cliente;32;Negocios Viaje;Business;1182;1;0;0;3;5;0;4;5;3;3;4;1;4;5;0;0.0;neutral o insatisfecho/a
9417;20275;Femenino;Leal Cliente;67;Personal Viaje;Eco;235;2;1;2;3;1;2;2;3;3;2;5;3;3;4;34;15.0;neutral o insatisfecho/a
9418;56126;Femenino;Desleal Cliente;26;Negocios Viaje;Business;1400;4;4;4;1;3;4;3;3;4;3;4;3;4;3;38;31.0;satisfecho/a
9419;9591;Femenino;Leal Cliente;63;Personal Viaje;Eco;292;4;5;4;2;2;5;4;2;2;4;2;4;2;5;0;0.0;satisfecho/a
9420;8998;Masculino;Leal Cliente;60;Personal Viaje;Eco;297;3;2;3;3;4;3;4;4;4;1;4;1;4;4;1;0.0;neutral o insatisfecho/a
9421;106665;Masculino;Leal Cliente;52;Personal Viaje;Eco;1590;2;4;2;2;3;2;3;3;5;2;5;4;4;3;0;11.0;neutral o insatisfecho/a
9422;5646;Masculino;Leal Cliente;57;Personal Viaje;Business;147;3;5;3;5;4;5;4;2;2;3;2;2;2;1;14;7.0;neutral o insatisfecho/a
9423;25592;Femenino;Leal Cliente;49;Personal Viaje;Eco;696;2;5;2;4;4;2;4;5;5;2;5;2;5;3;0;0.0;neutral o insatisfecho/a
9424;96558;Femenino;Leal Cliente;11;Personal Viaje;Eco Plus;302;4;5;4;3;5;4;5;5;5;5;5;3;5;5;42;36.0;neutral o insatisfecho/a
9425;50447;Femenino;Leal Cliente;76;Negocios Viaje;Business;3689;0;4;0;2;3;2;5;1;1;3;3;1;1;3;0;0.0;satisfecho/a
9426;128847;Masculino;Leal Cliente;64;Personal Viaje;Eco;2586;3;5;3;4;3;2;2;5;5;4;4;2;5;2;11;5.0;neutral o insatisfecho/a
9427;104052;Femenino;Leal Cliente;8;Personal Viaje;Eco;1044;2;2;2;4;4;2;4;4;4;2;3;3;3;4;32;19.0;neutral o insatisfecho/a
9428;33862;Femenino;Leal Cliente;36;Personal Viaje;Eco;1698;3;2;2;3;3;2;3;3;4;5;2;2;2;3;0;0.0;neutral o insatisfecho/a
9429;87466;Masculino;Leal Cliente;54;Negocios Viaje;Business;2607;5;5;5;5;2;5;5;5;5;5;5;3;5;3;5;8.0;satisfecho/a
9430;85796;Masculino;Leal Cliente;50;Negocios Viaje;Business;126;0;4;0;2;5;3;3;4;4;4;4;5;4;4;2;0.0;satisfecho/a
9431;29196;Femenino;Leal Cliente;27;Personal Viaje;Eco Plus;937;2;5;2;2;2;2;2;2;5;3;4;4;4;2;6;0.0;neutral o insatisfecho/a
9432;93655;Femenino;Leal Cliente;46;Negocios Viaje;Eco Plus;547;2;2;2;2;2;4;4;2;2;2;2;1;2;1;3;0.0;neutral o insatisfecho/a
9433;24301;Masculino;Leal Cliente;41;Negocios Viaje;Eco Plus;147;5;5;5;5;5;5;5;4;4;2;2;5;5;5;89;134.0;satisfecho/a
9434;22861;Masculino;Leal Cliente;12;Personal Viaje;Eco;147;2;4;2;4;2;2;2;2;3;4;5;4;4;2;4;0.0;neutral o insatisfecho/a
9435;112798;Femenino;Leal Cliente;43;Negocios Viaje;Business;3719;4;4;4;4;5;4;5;3;3;3;3;4;3;5;6;0.0;satisfecho/a
9436;16037;Femenino;Leal Cliente;51;Negocios Viaje;Eco Plus;780;5;1;1;1;5;5;5;1;2;4;5;5;4;5;228;212.0;satisfecho/a
9437;98672;Femenino;Leal Cliente;36;Personal Viaje;Eco;834;1;1;1;3;2;1;2;2;3;5;4;1;3;2;45;46.0;neutral o insatisfecho/a
9438;30256;Femenino;Leal Cliente;35;Negocios Viaje;Eco;1024;4;2;2;2;4;4;4;4;3;1;2;5;1;4;31;17.0;satisfecho/a
9439;110534;Femenino;Leal Cliente;48;Negocios Viaje;Business;3074;4;4;4;4;3;5;4;4;4;4;4;5;4;5;8;0.0;satisfecho/a
9440;7646;Masculino;Leal Cliente;49;Negocios Viaje;Business;2032;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;8.0;satisfecho/a
9441;119701;Masculino;Leal Cliente;30;Negocios Viaje;Business;3919;3;3;3;3;3;3;3;3;5;3;5;3;5;3;0;0.0;satisfecho/a
9442;101473;Masculino;Leal Cliente;28;Negocios Viaje;Business;2788;2;2;2;2;2;2;2;2;4;4;4;1;4;2;0;0.0;neutral o insatisfecho/a
9443;28778;Masculino;Leal Cliente;50;Negocios Viaje;Business;679;5;5;5;5;4;4;4;4;4;4;4;3;4;3;0;0.0;satisfecho/a
9444;17675;Masculino;Leal Cliente;32;Personal Viaje;Eco;282;3;2;3;3;1;3;1;1;4;5;3;4;3;1;0;5.0;neutral o insatisfecho/a
9445;86433;Masculino;Leal Cliente;57;Negocios Viaje;Business;762;2;2;2;2;4;4;4;4;4;4;4;5;4;5;0;0.0;satisfecho/a
9446;88124;Femenino;Leal Cliente;50;Negocios Viaje;Business;3953;0;1;1;2;3;4;4;4;4;3;3;3;4;3;0;0.0;satisfecho/a
9447;75237;Femenino;Leal Cliente;47;Personal Viaje;Eco;1744;1;1;1;3;4;2;2;3;3;1;5;1;3;1;24;37.0;neutral o insatisfecho/a
9448;24657;Femenino;Desleal Cliente;28;Negocios Viaje;Eco;873;3;3;3;3;4;3;4;4;3;5;5;1;4;4;0;0.0;neutral o insatisfecho/a
9449;44509;Femenino;Leal Cliente;32;Negocios Viaje;Business;2045;4;4;4;4;4;5;4;4;4;3;4;5;4;4;11;8.0;satisfecho/a
9450;115000;Masculino;Leal Cliente;50;Negocios Viaje;Business;2097;5;5;3;5;4;4;4;4;4;4;4;5;4;5;53;46.0;satisfecho/a
9451;14242;Femenino;Leal Cliente;22;Negocios Viaje;Business;2331;2;2;2;2;4;4;4;4;5;4;1;3;2;4;82;73.0;satisfecho/a
9452;126242;Masculino;Leal Cliente;69;Negocios Viaje;Business;3044;4;4;3;4;3;4;3;1;1;1;4;2;1;3;0;0.0;neutral o insatisfecho/a
9453;12015;Masculino;Leal Cliente;7;Personal Viaje;Business;376;3;5;3;1;2;3;3;2;4;5;5;5;5;2;57;54.0;neutral o insatisfecho/a
9454;124840;Femenino;Leal Cliente;21;Personal Viaje;Eco;280;3;4;3;3;1;3;1;1;5;3;4;5;5;1;0;0.0;neutral o insatisfecho/a
9455;31346;Masculino;Leal Cliente;29;Negocios Viaje;Eco;1069;5;4;4;4;5;5;5;5;1;1;2;1;3;5;8;10.0;satisfecho/a
